model,token,n_window,format,source_tag,n_agents,majority_pct,num_simulations,correct_rate_percent,convergence_rate_percent,wrong_consensus_rate_percent,no_convergence_rate_percent,mean_rounds_when_correct
Gemma 27B,kz,7,com_cot,A100,120,55,50,50.0,100.0,50.0,0.0,18.12
Gemma 27B,kz,7,com_cot,A100,30,60,50,52.0,100.0,48.0,0.0,6.115384615384615
Gemma 27B,kz,7,com_cot,A100,60,60,50,50.0,100.0,50.0,0.0,8.4
Gemma 27B,kz,7,com_cot,A100,90,60,50,50.0,100.0,50.0,0.0,11.28
Gemma 27B,kz,7,com_cot,A100,120,60,50,50.0,100.0,50.0,0.0,13.2
Gemma 27B,kz,7,com_cot,A100,30,65,50,66.0,100.0,34.0,0.0,3.484848484848485
Gemma 27B,kz,7,com_cot,A100,60,65,50,52.0,100.0,48.0,0.0,4.961538461538462
Gemma 27B,kz,7,com_cot,A100,90,65,50,52.0,100.0,48.0,0.0,6.961538461538462
Gemma 27B,kz,7,com_cot,A100,120,65,50,50.0,100.0,50.0,0.0,8.48
Gemma 27B,kz,7,com_cot,A100,30,70,50,76.0,100.0,24.0,0.0,2.526315789473684
Gemma 27B,kz,7,com_cot,A100,60,70,50,62.0,100.0,38.0,0.0,3.7096774193548385
Gemma 27B,kz,7,com_cot,A100,90,70,50,62.0,100.0,38.0,0.0,4.548387096774194
Gemma 27B,kz,7,com_cot,A100,120,70,50,50.0,100.0,50.0,0.0,5.84
Gemma 27B,kz,7,only_token,A100,30,51,50,2.0,2.0,0.0,98.0,3.0
Gemma 27B,kz,7,only_token,A100,60,51,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,90,51,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,120,51,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,30,55,50,4.0,4.0,0.0,96.0,2.0
Gemma 27B,kz,7,only_token,A100,60,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,90,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,120,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,30,60,50,6.0,6.0,0.0,94.0,2.3333333333333335
Gemma 27B,kz,7,only_token,A100,60,60,50,2.0,2.0,0.0,98.0,4.0
Gemma 27B,kz,7,only_token,A100,90,60,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,120,60,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,30,65,50,24.0,24.0,0.0,76.0,2.5
Gemma 27B,kz,7,only_token,A100,60,65,50,10.0,10.0,0.0,90.0,2.4
Gemma 27B,kz,7,only_token,A100,90,65,50,6.0,6.0,0.0,94.0,3.6666666666666665
Gemma 27B,kz,7,only_token,A100,120,65,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,7,only_token,A100,30,70,50,44.0,44.0,0.0,56.00000000000001,2.1818181818181817
Gemma 27B,kz,7,only_token,A100,60,70,50,20.0,20.0,0.0,80.0,2.2
Gemma 27B,kz,7,only_token,A100,90,70,50,6.0,6.0,0.0,94.0,3.3333333333333335
Gemma 27B,kz,7,only_token,A100,120,70,50,2.0,2.0,0.0,98.0,3.0
Gemma 27B,kz,9,com_cot,A100,30,51,50,8.0,8.0,0.0,92.0,3.75
Gemma 27B,kz,9,com_cot,A100,60,51,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,9,com_cot,A100,90,51,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,9,com_cot,A100,120,51,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,9,com_cot,A100,30,55,50,10.0,10.0,0.0,90.0,2.8
Gemma 27B,kz,9,com_cot,A100,60,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,9,com_cot,A100,90,55,50,0.0,0.0,0.0,100.0,
Gemma 27B,kz,9,com_cot,A100,120,55,50,0.0,0.0,0.0,100.0,
